size_token	inset_token	computed_width	computed_height	right	bottom	panel_rect	pseudo_rect	capture_file	sha256	raw_components	post_bbox	gaps
8.79	6.82	8.78125px	8.78125px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3869091796876,704.1601635742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.79-i6.82.png	b7889f833eaf38c0399895e44fb51d26458d9654b2b056c56d75db63d56e0ad3	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/232/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.79	6.81	8.78125px	8.78125px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3969091796876,704.1701635742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.79-i6.81.png	385ee299e1ac4e514609f3772164a255e53c3e2fbe2e3205f7fd4ef4f8be0fe7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.79	6.69	8.78125px	8.78125px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5169091796874,704.2901635742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.79-i6.69.png	26f1c7bbfc4b19025587e53ee229f70b2d3ed5e46d55ac9ea22b4a2f74351bc9	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.79	6.68	8.78125px	8.78125px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5269091796874,704.3001635742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.79-i6.68.png	1ac411eaa58c592ea8bc86acf2be7a7a4670e164dae856086726434cc3df6c16	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.79	6.62	8.78125px	8.78125px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5869091796876,704.3601635742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.79-i6.62.png	f3281366257e9bb63c9dd8970726cf2a776185bbc1b7b73fdbcbe4b67ad73e53	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.79	6.50	8.78125px	8.78125px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.7069091796875,704.4801635742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.79-i6.50.png	d7bdf9633eb8cbfd4485a3eb611861707aa94af7a65417c04e8d279b9c836852	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.80	7.00	8.79688px	8.79688px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1912791796875,703.9645335742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.80-i7.00.png	cd14aa851ee9892f7f2d9ba2992260d8279950f2e4cdb7e0bc7069b526320a92	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/255/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.80	6.99	8.79688px	8.79688px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2012791796875,703.9745335742188,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.80-i6.99.png	58876f4b1ba8d5c0a9c6d1f6c9d2212f9655bc32dc09283e2dd88d12f3529b33	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.80	6.98	8.79688px	8.79688px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2112791796875,703.9845335742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.80-i6.98.png	f2e012031acaa1010b61f766e4c1f2c31301e25756d8eb83bf48c57ecc835e27	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.97	8.79688px	8.79688px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2212791796875,703.9945335742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.80-i6.97.png	f2e012031acaa1010b61f766e4c1f2c31301e25756d8eb83bf48c57ecc835e27	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.96	8.79688px	8.79688px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2312791796875,704.0045335742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.80-i6.96.png	679d3e06165d2341b4943d3022cb3e31feecce2ec58e89f978ebea038a63f2c7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.94	8.79688px	8.79688px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2512791796875,704.0245335742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.80-i6.94.png	b350356ab8c07a48d9ab2e0c29a4a0eb096b86c8c6271509cab35c939a8b10f8	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.93	8.79688px	8.79688px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2612791796874,704.0345335742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.80-i6.93.png	ad4c0352e91e36a9c7bdba53e8bb8670e9297219d1ec0a2c9a0cd15cccf66045	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.91	8.79688px	8.79688px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2812791796874,704.0545335742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.80-i6.91.png	4938687191d73947c192a99905aeede16280a815ccaea01aef2b9e1a852e8f51	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.87	8.79688px	8.79688px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3212791796876,704.0945335742188,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.80-i6.87.png	419a62e8dbba732081a95fec60bf3ccf085933a12637a23ff2bb9de45e7bbf15	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.86	8.79688px	8.79688px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3312791796876,704.1045335742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.80-i6.86.png	419a62e8dbba732081a95fec60bf3ccf085933a12637a23ff2bb9de45e7bbf15	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.85	8.79688px	8.79688px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3412791796876,704.1145335742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.80-i6.85.png	354165dbedc2670ce188469a50c2ef8a2e252e9ef059c4cc8ff597575cab401a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.83	8.79688px	8.79688px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3612791796876,704.1345335742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.80-i6.83.png	f5d273ed84ef4ca7fb7edfbb3581c28eaf345ce66efdda750fe97cea2a9ef7cc	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.82	8.79688px	8.79688px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3712791796876,704.1445335742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.80-i6.82.png	ab2dfb737383082d4790d03cee3d5518af5d8c190e7e18eca391ea07f347635b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.80	6.81	8.79688px	8.79688px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3812791796876,704.1545335742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.80-i6.81.png	fd6def27a6427182b7bdc248de70e80ac97f957202feaad1c9aff28b04cb6889	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/232/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.80	6.69	8.79688px	8.79688px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5012791796875,704.2745335742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.80-i6.69.png	6397a45f744b340e99acef7898e57274a2fdfd5d6a1252c7641af8aac2b557ef	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.80	6.68	8.79688px	8.79688px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5112791796874,704.2845335742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.80-i6.68.png	b5bd3645f9bc8d56cfac3d9417e350d46011df9e0f8a0a1ad86f26d09466d3b7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.80	6.62	8.79688px	8.79688px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5712791796876,704.3445335742188,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.80-i6.62.png	c22566b8fa4c2dcff6b84be0a46047d88ea8243e041c539582c2ef971d1624f5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/213/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.80	6.50	8.79688px	8.79688px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6912791796875,704.4645335742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.80-i6.50.png	1dd1db9aff6b3f648b5bcac7309b17dd020d5cc811fd74141b82679356b5eb2f	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.82	7.00	8.8125px	8.8125px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1756591796875,703.9489135742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.82-i7.00.png	91686475ef2e6e339f8dbe7a489f5029ddeb8ceea5fb0091930e39bb2d3529a4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.82	6.99	8.8125px	8.8125px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1856591796875,703.9589135742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.82-i6.99.png	cec3d70531d6680098165ead795e820d591bd7144c967a1685c5f8f8bbf28861	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/254/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.98	8.8125px	8.8125px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1956591796875,703.9689135742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.82-i6.98.png	9ea1e624ef11507485a5918450b7eae780b2bde29cf9ba3bf0a99d182ab270e0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.97	8.8125px	8.8125px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2056591796875,703.9789135742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.82-i6.97.png	9ea1e624ef11507485a5918450b7eae780b2bde29cf9ba3bf0a99d182ab270e0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.96	8.8125px	8.8125px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2156591796875,703.9889135742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.82-i6.96.png	54b6520b86a222938909205d5ea8c93b851ecf88bd4feae7448800c857bd65ab	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.94	8.8125px	8.8125px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2356591796874,704.0089135742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.82-i6.94.png	9be56cc59e2dcd72b8a2f5fa3c6882b580f490169d300ff8e42a41d226ddea1d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.93	8.8125px	8.8125px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2456591796874,704.0189135742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.82-i6.93.png	be316cf49a00b10dcb91c71354d4e915a9ed92a480504f215fc9a57003e2d12f	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.91	8.8125px	8.8125px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2656591796874,704.0389135742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.82-i6.91.png	9383ff2a55c749dd88ba477f9ace6479362c300bd47bbf180f661b07af3fda51	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.87	8.8125px	8.8125px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3056591796876,704.0789135742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.82-i6.87.png	f383a798150456df8c73b2d779a286a69a619f08ebb8c503edc3de9f3c37d090	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.86	8.8125px	8.8125px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3156591796876,704.0889135742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.82-i6.86.png	f383a798150456df8c73b2d779a286a69a619f08ebb8c503edc3de9f3c37d090	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.85	8.8125px	8.8125px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3256591796876,704.0989135742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.82-i6.85.png	8d7d2400dc8b83d9b933ce13ba215e3934d276e0ec449a479c78c597ab22a483	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.83	8.8125px	8.8125px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3456591796876,704.1189135742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.82-i6.83.png	52302c976a73aca85c184329fa1ab0038b72453d48531df9bf0faf8fc8e401c4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.82	8.8125px	8.8125px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3556591796876,704.1289135742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.82-i6.82.png	ab2dfb737383082d4790d03cee3d5518af5d8c190e7e18eca391ea07f347635b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.82	6.81	8.8125px	8.8125px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3656591796876,704.1389135742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.82-i6.81.png	fb56fe821d7d23eb3cbbca24e9791a6de251954ff584af90c7350553162dfd90	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/235/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.82	6.69	8.8125px	8.8125px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4856591796874,704.2589135742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.82-i6.69.png	e57e21d0b7df038251f8a183446afffb51219554f4813e53238cf2e72d569117	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.82	6.68	8.8125px	8.8125px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4956591796874,704.2689135742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.82-i6.68.png	e97f3156e02cd8419fef0d4aea62d711f8c9991c55f04cf6b41ec12bbea58a09	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.82	6.62	8.8125px	8.8125px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5556591796876,704.3289135742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.82-i6.62.png	d4690e367edf2aab51ad8147fa25b0ea1d45392b26a9dc6e5c35724226f0cdde	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.82	6.50	8.8125px	8.8125px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6756591796875,704.4489135742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.82-i6.50.png	6c1d9de3d2e3c5bff4df6b2e918b6759e698b5bb2cebe3408f64e9af8f99cf7d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.83	7.00	8.82812px	8.82812px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1600391796875,703.9332935742187,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.83-i7.00.png	91686475ef2e6e339f8dbe7a489f5029ddeb8ceea5fb0091930e39bb2d3529a4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.83	6.99	8.82812px	8.82812px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1700391796875,703.9432935742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.83-i6.99.png	3fb832c4c619b57105d8e54ca911215c89a72bf40ae6f78846f6256766dd1b1e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/254/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.98	8.82812px	8.82812px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1800391796875,703.9532935742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.83-i6.98.png	35e04c01a986c0b480c5d294af24d2f90cb69a7b7705d2727eb89ebf69e8b0e5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.97	8.82812px	8.82812px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1900391796875,703.9632935742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.83-i6.97.png	35e04c01a986c0b480c5d294af24d2f90cb69a7b7705d2727eb89ebf69e8b0e5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.96	8.82812px	8.82812px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2000391796875,703.9732935742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.83-i6.96.png	714be43be8c5e14b658dcc4a19386782cfb400bc6cf96738b53d19a4d6087505	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.94	8.82812px	8.82812px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2200391796874,703.9932935742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.83-i6.94.png	3535d4b18cbf97fc4d8971cdb56d4c853abafbb74847eaa9a39997940d7eb00f	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.93	8.82812px	8.82812px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2300391796874,704.0032935742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.83-i6.93.png	e4f50a6cd23edd3cee7199ab2f5ff242fa1932f9cb6a3305ab099fac3b3ea8d7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.91	8.82812px	8.82812px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2500391796874,704.0232935742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.83-i6.91.png	5bdc0fdc7d3b6c56e45de9acedfd25f41529f131dfe81f8021b89320837fdfc9	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.87	8.82812px	8.82812px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2900391796876,704.0632935742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.83-i6.87.png	ff32844dbe39e17efa0135933d236c0d17a5bfcd324030f7ad64c294e47022fc	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.86	8.82812px	8.82812px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3000391796876,704.0732935742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.83-i6.86.png	ff32844dbe39e17efa0135933d236c0d17a5bfcd324030f7ad64c294e47022fc	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.85	8.82812px	8.82812px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3100391796876,704.0832935742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.83-i6.85.png	0b398c01b0ae903c6ab21bae81a725fa6373d61b8a6120c3cc7850bf0adf0277	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.83	8.82812px	8.82812px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3300391796876,704.1032935742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.83-i6.83.png	bda33c6cc0954cae69abf7f625df1d0f4523b28c769f952588f185619e91354c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
