size_token	inset_token	computed_width	computed_height	right	bottom	panel_rect	pseudo_rect	capture_file	sha256	raw_components	post_bbox	gaps
8.83	6.82	8.82812px	8.82812px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3400391796876,704.1132935742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.83-i6.82.png	6949de3573a4ea44cbe59cff5c45c2fb578c396162f0ce15bc55033d6d736654	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.83	6.81	8.82812px	8.82812px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3500391796875,704.1232935742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.83-i6.81.png	f7bfcd48393731b362d6a20cdd502bb7d5b3e8afce266d5461f4ebd79b0a381d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.83	6.69	8.82812px	8.82812px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4700391796874,704.2432935742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.83-i6.69.png	f659ad1ad6eb2df1b0ee37040a422bdf87a35b1c5e62afca1309a141e4a1a2e1	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.83	6.68	8.82812px	8.82812px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4800391796874,704.2532935742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.83-i6.68.png	6f3175a2f098851ade5d274f907306dd0d594be45ed2be87bb089847c505997c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.83	6.62	8.82812px	8.82812px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5400391796876,704.3132935742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.83-i6.62.png	d4690e367edf2aab51ad8147fa25b0ea1d45392b26a9dc6e5c35724226f0cdde	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.83	6.50	8.82812px	8.82812px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6600391796875,704.4332935742187,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.83-i6.50.png	602710ad95ef9fad3dbd209116e1086107d8675477dd2a577bbc0b759a3ccba5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.85	7.00	8.84375px	8.84375px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1444091796875,703.9176635742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.85-i7.00.png	12f78668204f5c2d764a0153ea01fd7129229ad122e7faf7fb80ed9b5b514fd0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.85	6.99	8.84375px	8.84375px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1544091796875,703.9276635742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.85-i6.99.png	638575780f515f30ba1f4e50b5acefb509bd90a008c334b8a3726f23d935476e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.98	8.84375px	8.84375px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1644091796875,703.9376635742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.85-i6.98.png	21956c7551ee2b7f02239476f69083b69eab8578a4e6d5ddb1887a41777bb96c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.97	8.84375px	8.84375px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1744091796875,703.9476635742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.85-i6.97.png	21956c7551ee2b7f02239476f69083b69eab8578a4e6d5ddb1887a41777bb96c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.96	8.84375px	8.84375px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1844091796875,703.9576635742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.85-i6.96.png	6c6386b8502e1b09db91dc2b6ac7828b0cd0c444da88e649aca33759ac3f8171	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.94	8.84375px	8.84375px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2044091796874,703.9776635742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.85-i6.94.png	2fc2d149b31a2f9435576679792d8749ffcf6659e102d95c3a8b23597ac44ee7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.93	8.84375px	8.84375px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2144091796874,703.9876635742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.85-i6.93.png	232ca417421ad22b9683066cc8c7b0489830ce96df0b46588f4629e2d7e49f4a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.91	8.84375px	8.84375px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2344091796874,704.0076635742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.85-i6.91.png	e468762387ed58efd9e8ea3aa221e4c02b7ee1365671a403cfcc092e2a33f89a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.87	8.84375px	8.84375px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2744091796876,704.0476635742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.85-i6.87.png	7e72dbc2e7b5d22b27b49ae56d0eee378f138bcbb29c1dad4f4ca424dd8998fc	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.86	8.84375px	8.84375px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2844091796876,704.0576635742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.85-i6.86.png	7e72dbc2e7b5d22b27b49ae56d0eee378f138bcbb29c1dad4f4ca424dd8998fc	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.85	8.84375px	8.84375px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2944091796876,704.0676635742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.85-i6.85.png	03d30ad4c97a706c4a5468d466d3578171e12eaff529250b8543b235cdb9887b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.83	8.84375px	8.84375px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3144091796876,704.0876635742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.85-i6.83.png	5312701808ec40db81a7780b967a52d286ac98d476a437a807308707e017cecb	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.82	8.84375px	8.84375px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3244091796876,704.0976635742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.85-i6.82.png	473dbf0388f6dedb01467ca975e6540db4a1251e02db0991f46239cf8f8be855	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.85	6.81	8.84375px	8.84375px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3344091796876,704.1076635742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.85-i6.81.png	c79611d0657ba23e65a7ab53b6e6f5c4afec6b93dabdcc15c1a6e4c3ff14de1a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.85	6.69	8.84375px	8.84375px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4544091796874,704.2276635742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.85-i6.69.png	27ff73c0f0e3cb11f3da8d50ae81845d970fea819ea71b9031c82cd0d153839d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.85	6.68	8.84375px	8.84375px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4644091796874,704.2376635742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.85-i6.68.png	b330efccd1b432a468996e3d791d2ce5c012902c054ce3d04bb3f4d4dc790af5	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.85	6.62	8.84375px	8.84375px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5244091796876,704.2976635742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.85-i6.62.png	61509d0651e8ec1d01ece8317b64534484d504d57350f24f2df6d7610aa4b1e2	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.85	6.50	8.84375px	8.84375px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6444091796875,704.4176635742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.85-i6.50.png	fe5b7b62a547dd09f1c46f4a3b2afe7ce4669f40748125925ad6ec3d9aff049b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.86	7.00	8.85938px	8.85938px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1287791796875,703.9020335742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.86-i7.00.png	6165ab5b70bb7121abd272bfc2ff2d146695f27cfd86f1f31507ac93c5b7fcd0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.86	6.99	8.85938px	8.85938px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1387791796875,703.9120335742188,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.86-i6.99.png	f65eec9bd6c6da05b07adfc95d386dd5fbe4bf5ff0f6c7b6b024bff4cfb2bd11	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/271/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.98	8.85938px	8.85938px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1487791796875,703.9220335742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.86-i6.98.png	b2f4180bddba37e67674eaf1528e2e65d0f4c0638a98a091be782e39287e25e7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.97	8.85938px	8.85938px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1587791796875,703.9320335742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.86-i6.97.png	b2f4180bddba37e67674eaf1528e2e65d0f4c0638a98a091be782e39287e25e7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.96	8.85938px	8.85938px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1687791796875,703.9420335742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.86-i6.96.png	cf0e7770625387fb6d2b29644ffc7799a7f99b9efb60002d12db22cf7291a720	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.94	8.85938px	8.85938px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1887791796875,703.9620335742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.86-i6.94.png	1d23cbfc752cbe1a7fd28b00ab34afea42be9de6bfe8d6724eb14da7948ff0b4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.93	8.85938px	8.85938px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1987791796874,703.9720335742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.86-i6.93.png	4c91b24f6f649a456650051b73709e1b20a01b6b4aec41774e6d3952e17fd79a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.91	8.85938px	8.85938px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2187791796874,703.9920335742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.86-i6.91.png	84b7303ef4b55f46ab672e3f53d7c94bc053d4f734c80b58333222d548725256	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.87	8.85938px	8.85938px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2587791796876,704.0320335742188,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.86-i6.87.png	5f3ff9a268f7e3f4c78307870391e20ee02e8ec30fc495615d4ec881f64087ab	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.86	8.85938px	8.85938px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2687791796876,704.0420335742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.86-i6.86.png	5f3ff9a268f7e3f4c78307870391e20ee02e8ec30fc495615d4ec881f64087ab	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.85	8.85938px	8.85938px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2787791796876,704.0520335742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.86-i6.85.png	bd041a4961c4a3a98e9809ee87319f79f12c623a84c02678ea7628aa5549b122	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.83	8.85938px	8.85938px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2987791796876,704.0720335742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.86-i6.83.png	7071d6a9fc38f31feac12771dfae915d6f744f97f17cce12d8adc9df4593847e	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.82	8.85938px	8.85938px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3087791796876,704.0820335742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.86-i6.82.png	5373d19395f92db63f4eff3d4b7ff4626955619772e9add6102f0412590afba8	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.86	6.81	8.85938px	8.85938px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3187791796876,704.0920335742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.86-i6.81.png	0d42da68f8ce28d11bf1501cd85bd1f13711920ac02de4e3cc5941bc50be584d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.86	6.69	8.85938px	8.85938px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4387791796875,704.2120335742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.86-i6.69.png	bb94598c5ab9bd685d3e93c279124e1f6df5f499b02fc38cfe5d17e98f6f3f80	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.86	6.68	8.85938px	8.85938px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4487791796874,704.2220335742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.86-i6.68.png	795807d5550da6321bf35a6695152cc01a0b2df34b08f307cd1a3ec2d436e55a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.86	6.62	8.85938px	8.85938px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5087791796876,704.2820335742188,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.86-i6.62.png	9470a111d7ddd8b4eaa1255b66aa7c55fd2f71ab5bc4ef03dc6ba0565466aa44	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.86	6.50	8.85938px	8.85938px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6287791796875,704.4020335742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.86-i6.50.png	a748f32d6dbbcbb02c7c90f87e9ed919012ce90d671b8ae66921a1be1c644faf	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.88	7.00	8.875px	8.875px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1131591796875,703.8864135742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.88-i7.00.png	d6df97cef3daecc5172666ac909661675deb24000fc07a3cef6703b529b07c65	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2028,1397)-(2050,1418)/270/touch=0/min=1/selected=1	(2028,1397)-(2050,1418)	20,20
8.88	6.99	8.875px	8.875px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1231591796875,703.8964135742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.88-i6.99.png	08e4c7ab666d391641d6410cc8703bcd960997250747c7c033dc14a114155b48	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/272/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.88	6.98	8.875px	8.875px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1331591796875,703.9064135742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.88-i6.98.png	2af70e7f11b1b6de718d67cb13c3f3f7c16e571be9f677a50d603c554a31ba76	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/269/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.88	6.97	8.875px	8.875px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1431591796875,703.9164135742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.88-i6.97.png	2af70e7f11b1b6de718d67cb13c3f3f7c16e571be9f677a50d603c554a31ba76	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/269/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.88	6.96	8.875px	8.875px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1531591796875,703.9264135742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.88-i6.96.png	82ff35da971351b45275d90236837f67d19d895a2ff5500f5a10a7807bf958f0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.88	6.94	8.875px	8.875px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1731591796874,703.9464135742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.88-i6.94.png	8614e9c233b2c1018043594e9f75e93a6d2c9f217eb46d5e7a442f088ef6a4a0	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.88	6.93	8.875px	8.875px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.1831591796874,703.9564135742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.88-i6.93.png	1fbf1544726618fc6471919f947a65e15157d1d56941c14933089682513baca3	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.88	6.91	8.875px	8.875px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2031591796874,703.9764135742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.88-i6.91.png	371d4cd49c8123c20e94741aea16eb6ec8be4e5f6bd657eead22c29458c91945	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
